日足・最新の選択	当日	8月26日	日足				
市場	銘柄コード	銘柄名	始値	高値	安値	終値	出来高
			実	実	実	実	        実
JQスタンダード	5989	エイチワン	643	643	621	635	22000
JQスタンダード	5990	スーパツール	458	459	446	459	49000
東証1部	5991	ニッパツ	1112	1146	1106	1137	790300
東証1部	5992	中発条	299	299	292	296	54000
JQグロース	5993	知多鋼	605	605	605	605	1000
東証2部	5994	ファインシンタ	310	310	310	310	1000
JQスタンダード	5997	協立ＡＴ	630	664	615	639	25900
東証1部	5998	アドバネクス	194	205	194	203	711000
東証1部	6005	三浦工	1219	1284	1214	1271	347500
東証1部	6013	タクマ	810	859	808	855	336000
東証2部	6016	神発動	86	90	84	90	203000
東証2部	6018	阪神燃	255	265	250	265	73000
東証2部	6022	赤阪鉄	147	156	147	155	35000
東証2部	6023	ダイハツデ	759	837	759	837	121000
JQグロース	6025	日本ＰＣサ	525	590	506	590	6900
東証マザーズ	6026	ＧＭＯＴＥＣＨ	5100	5280	5000	5280	5800
東証マザーズ	6027	弁護士ドット	1950	2100	1950	2095	11000
東証1部	6028	テクノプロＨＤ	3195	3260	3145	3195	492400
東証マザーズ	6029	アトラ	2345	2550	2238	2545	22500
東証マザーズ	6030	アドベンチャー	4880	5260	4550	5150	127700
東証マザーズ	6031	サイジニア	4800	5010	4700	4950	53000
東証マザーズ	6032	インタワークス	1770	1785	1705	1785	1200
東証マザーズ	6033	エクストリーム	1868	2060	1868	2060	9600
東証マザーズ	6034	ＭＲＴ	1113	1213	1100	1199	18500
JQスタンダード	6035	ＩＲＪＨＤ	750	760	730	760	18100
東証マザーズ	6036	ＫｅｅＰｅｒ	2317	2335	2271	2332	8700
東証マザーズ	6037	ファーストロジ	1890	2020	1860	2014	50700
東証マザーズ	6038	イード	1223	1335	1170	1321	21500
東証マザーズ	6039	ＪＡＲＭｅＣ	1499	1500	1446	1500	28000
東証マザーズ	6040	日本スキー	4830	4900	4760	4895	3100
東証2部	6042	ニッキ	320	320	320	320	2000
JQスタンダード	6044	三機サービス	1549	1587	1517	1577	10500
東証マザーズ	6045	レントラックス	2545	2770	2466	2686	136000
東証マザーズ	6046	リンクバル	1445	1480	1400	1443	16600
東証マザーズ	6047	Ｇｕｎｏｓｙ	1090	1152	1050	1144	191300
東証マザーズ	6048	デザインワン	4575	4700	4300	4530	74400
東証マザーズ	6049	イトクロ	1513	1543	1495	1527	21800
東証マザーズ	6050	ＥＧ	2115	2250	2067	2222	70700
東証2部	6053	栄光ＨＤ	1546	1546	1546	1546	1000
東証1部	6054	リブセンス	406	449	406	438	124000
東証1部	6055	Ｊマテリアル	1818	1818	1725	1771	75200
東証1部	6058	ベクトル	1680	1785	1680	1760	168600
東証1部	6059	ウチヤマＨＤ	452	482	452	475	51800
JQスタンダード	6060	こころネット	853	895	853	875	123000
JQスタンダード	6061	ユニバ園芸	1480	1533	1480	1500	12000
JQスタンダード	6062	チャームケア	1283	1320	1280	1307	44800
JQスタンダード	6063	ＥＡＪ	1900	1947	1825	1940	11700
東証マザーズ	6064	アクトコール	1255	1343	1255	1340	13700
東証1部	6065	サクセスＨＤ	1122	1141	1074	1119	9900
東証マザーズ	6067	メディアＦ	558	602	558	602	125800
東証マザーズ	6069	トレンダーズ	553	598	553	598	13900
東証1部	6070	キャリアリンク	2376	2376	2197	2227	160000
東証1部	6071	ＩＢＪ	1357	1417	1339	1417	106600
東証マザーズ	6072	地盤ＨＤ	333	333	309	330	76700
東証1部	6073	アサンテ	1450	1534	1429	1530	29100
JQスタンダード	6074	ＪＳＳ	645	650	635	645	6000
東証マザーズ	6075	フォトクリ	1250	1295	1250	1294	3900
東証1部	6077	Ｎフィールド	1576	1666	1550	1618	29500
東証2部	6078	バリューＨＲ	1434	1435	1380	1430	20900
東証マザーズ	6079	エナリス	204	229	204	224	348500
東証1部	6080	Ｍ＆Ａキャピ	3705	3865	3620	3815	53400
東証マザーズ	6081	アライドアーキ	500	535	500	525	19800
東証マザーズ	6082	ライドオンＥＸ	1061	1098	1061	1098	86900
東証1部	6083	ＥＲＩＨＤ	755	782	739	745	31200
東証マザーズ	6084	オウチーノ	1083	1170	1083	1169	11700
東証マザーズ	6085	アーキテクツＳ	2500	2592	2495	2500	6300
東証マザーズ	6086	シンプロメンテ	960	988	960	980	2800
東証1部	6087	アビスト	1400	1411	1361	1397	18200
東証マザーズ	6088	シグマクシス	490	520	485	513	397100
東証1部	6089	ウィルグループ	1658	1777	1650	1686	92500
東証マザーズ	6090	ＨＭＴ	906	986	906	953	45700
東証2部	6091	ウエスコＨＤ	321	352	321	345	43900
東証マザーズ	6092	エンバイオＨＤ	965	1015	920	995	944100
JQスタンダード	6093	エスクロＡＪ	8850	9300	8810	9100	47000
東証マザーズ	6094	フリークアウト	1266	1450	1266	1420	46100
東証マザーズ	6095	メドピア	730	803	730	784	288400
東証マザーズ	6096	レアジョブ	2089	2200	2051	2199	12500
東証1部	6097	ビューホテル	2199	2329	2138	2285	37800
東証1部	6098	リクルート	3500	3710	3485	3690	2414700
東証マザーズ	6099	エラン	1120	1173	1100	1165	18200
東証1部	6101	ツガミ	483	510	478	500	872000
東証1部	6103	オークマ	926	960	921	953	2440000
東証1部	6104	東芝機	421	430	413	426	798000
JQグロース	6111	旭精機	245	245	237	244	6000
東証2部	6112	小島鉄	106	108	102	108	54000
東証1部	6113	アマダＨＤ	1010	1058	1010	1049	3205900
東証1部	6118	アイダ	1074	1149	1030	1131	930300
東証1部	6121	滝沢鉄	180	184	177	183	422000
東証2部	6125	岡本工	145	154	145	152	154000
東証2部	6131	浜井産	100	105	100	105	34000
東証1部	6134	富士機	1018	1057	1000	1039	316500
東証1部	6135	牧野フ	901	947	893	934	2057000
東証1部	6136	ＯＳＧ	2190	2304	2189	2283	789100
東証2部	6137	小池工	319	334	308	334	26000
東証1部	6138	ダイジェト	169	177	169	177	107000
東証1部	6140	旭ダイヤ	1158	1158	1086	1101	1116100
東証1部	6141	ＤＭＧ森精機	1601	1680	1582	1664	2815000
JQグロース	6142	富士精	365	365	351	363	10000
東証1部	6143	ソディック	768	805	743	802	904400
東証2部	6144	西電機	730	741	730	741	1200
JQスタンダード	6145	日特エンシ	990	1018	990	1011	27100
東証1部	6146	ディスコ	8680	9020	8580	8970	293300
JQスタンダード	6147	ヤマザキ	455	478	455	478	1300
JQスタンダード	6149	小田原	618	620	592	617	19800
JQスタンダード	6150	タケダ機	310	328	310	325	29000
東証1部	6151	日東器	2293	2407	2275	2343	29800
東証2部	6155	高松機	839	930	820	921	32800
JQスタンダード	6156	エワン精密	3515	3575	3490	3570	2500
JQスタンダード	6157	日進工	2075	2182	2062	2182	6400
JQスタンダード	6158	和井田	450	465	440	465	10100
JQスタンダード	6159	ミクロン精	3400	3700	3400	3685	2000
東証マザーズ	6161	エスティック	2260	2299	2250	2267	1300
JQスタンダード	6163	Ｈ＆Ｆ	1200	1222	1169	1201	4200
JQスタンダード	6164	太陽工機	1395	1461	1358	1442	10500
東証1部	6165	パンチ	914	914	871	893	54300
東証マザーズ	6166	中村超硬	2162	2201	2053	2147	22200
東証2部	6167	冨士ダイス	515	559	515	555	73300
東証1部	6201	豊田織	5550	5780	5500	5740	1255700
東証1部	6203	豊和工	663	666	650	660	59500
東証1部	6205	ＯＫＫ	140	143	138	143	574000
東証1部	6208	石川製	89	91	88	91	502000
東証1部	6210	洋機械	387	413	386	407	78700
東証1部	6217	津田駒	114	117	113	117	224000
東証1部	6218	エンシュウ	100	104	100	104	271000
東証1部	6222	島精機	1662	1679	1618	1670	143800
JQスタンダード	6239	ナガオカ	1700	1700	1640	1640	1300
東証2部	6240	ヤマシンフィル	1050	1087	1041	1070	15000
東証2部	6245	ヒラノテク	798	798	776	788	9800
東証2部	6246	テクノスマート	403	420	403	420	8000
東証1部	6247	日阪製	950	979	923	977	65000
JQスタンダード	6248	横田製作所	929	1000	929	1000	1400
JQスタンダード	6249	ＧＣジョイコ	1616	1625	1603	1624	2900
東証1部	6250	やまびこ	4000	4085	3915	4055	56800
JQスタンダード	6254	野村マイクロ	280	288	280	288	16600
東証マザーズ	6255	ＮＰＣ	196	214	196	214	268900
JQスタンダード	6256	ニューフレア	4300	4465	4235	4380	38800
JQスタンダード	6257	藤商事	1327	1362	1315	1351	23200
JQスタンダード	6258	平田機工	874	920	859	906	11800
JQスタンダード	6259	大崎エンジ	415	430	410	430	6400
東証1部	6262	ペガサス	427	444	417	431	288600
東証マザーズ	6264	マルマエ	1789	1789	1710	1788	11900
JQスタンダード	6265	妙徳	280	290	280	290	7000
JQスタンダード	6266	タツモ	981	1056	981	1034	12100
JQスタンダード	6267	ゼネパッカー	379	379	358	375	12000
東証1部	6268	ナブテスコ	2355	2443	2348	2428	1515600
東証1部	6269	三井海	1501	1548	1476	1538	310500
東証2部	6271	ニッセイ	1000	1000	960	980	32500
東証1部	6272	レオン自機	515	535	515	528	41700
東証1部	6273	ＳＭＣ	27915	29085	27600	28865	459900
東証1部	6274	新川	654	675	651	671	168300
東証1部	6277	ホソカワミクロ	536	551	528	549	122000
東証1部	6278	ユニオンツール	3565	3600	3500	3510	121200
東証2部	6279	瑞光	4150	4345	4150	4345	11700
JQグロース	6280	名機製	85	85	85	85	2000
JQスタンダード	6281	前田製	320	328	320	327	3000
東証1部	6282	オイレス工	1842	1860	1790	1817	151700
東証1部	6284	ＡＳＢ機械	2159	2269	2157	2252	58000
JQスタンダード	6286	靜甲	541	555	531	555	3100
東証1部	6287	サトーＨＤ	2510	2609	2491	2515	141600
東証2部	6289	技研製	1483	1574	1477	1544	69400
東証1部	6291	エアーテック	617	644	617	640	47700
東証2部	6292	カワタ	458	463	458	463	5000
東証1部	6293	日樹工	902	922	877	893	208500
東証2部	6294	オカタアイヨン	1024	1098	1008	1084	33400
JQグロース	6295	富士変速	253	258	247	247	300
JQスタンダード	6297	鉱研工	663	707	663	700	66400
東証1部	6298	ワイエイシイ	811	830	790	827	83600
東証2部	6299	神鋼環	522	539	522	539	81000
東証2部	6300	アピック	157	171	154	167	149000
東証1部	6301	コマツ	1966	1984.5	1891.5	1962	16245700
東証1部	6302	住友機	496	520	482	514	8782000
東証2部	6303	ササクラ	560	587	557	557	5000
東証1部	6305	日立建	1701	1728	1654	1705	2906800
東証1部	6306	日工	366	376	366	376	65000
東証2部	6307	サンセイ	192	197	192	197	9000
東証1部	6309	巴工業	1527	1582	1505	1575	18900
東証1部	6310	井関農	188	189	185	188	1328000
JQスタンダード	6312	フロイント	1289	1364	1289	1357	17800
JQスタンダード	6314	石井工	260	264	243	251	74800
東証1部	6315	ＴＯＷＡ	676	719	670	717	191000
東証1部	6316	丸山製	196	197	190	197	139000
東証1部	6317	北川鉄	276	292	274	292	810000
東証1部	6319	シンニッタン	495	506	488	498	76300
東証2部	6322	タクミナ	810	826	810	826	700
JQスタンダード	6323	ローツェ	549	591	549	591	109800
JQスタンダード	6324	ハーモニック	1611	1694	1610	1680	261900
東証2部	6325	タカキタ	410	410	392	406	13200
東証1部	6326	クボタ	1762.5	1818	1751	1800	5789000
JQスタンダード	6327	北川精	315	325	300	320	65300
東証1部	6328	荏原実	1335	1380	1316	1367	17100
東証1部	6330	洋エンジ	291	301	286	299	1544000
東証1部	6331	化工機	290	293	285	290	462000
東証1部	6332	月島機	960	1019	960	1014	85700
東証1部	6333	帝国電	777	777	758	766	274100
東証2部	6334	明治機	161	176	161	172	70700
東証1部	6335	東京機	61	64	60	64	820000
東証2部	6336	石井表	529	537	510	528	11100
JQスタンダード	6337	テセック	583	603	583	595	13400
東証2部	6338	タカトリ	438	438	412	421	6200
東証1部	6339	新東工	908	958	907	954	115100
東証1部	6340	渋谷工	1940	2030	1939	2020	51600
東証2部	6342	太平製	236	245	230	241	107000
東証2部	6343	フリジアマク	25	27	25	27	2974000
東証1部	6345	アイチコーポ	685	707	680	704	96600
東証2部	6346	キクカワ	278	278	278	278	1000
JQスタンダード	6347	プラコー	106	111	104	106	250000
東証1部	6349	小森	1281	1329	1241	1314	434000
東証1部	6351	鶴見製	1621	1719	1621	1716	26700
東証1部	6355	住友精	430	444	430	441	104000
東証2部	6356	日ギア	321	341	321	339	29000
東証2部	6357	三精テクノ	622	642	618	637	67700
東証1部	6358	酒井重	230	240	229	240	113000
東証2部	6360	東自機	166	167	161	165	34000
東証1部	6361	荏原	469	479	463	478	4707000
東証1部	6362	石井鉄	186	190	185	188	175000
東証1部	6363	酉島製	766	782	743	763	196300
東証1部	6364	北越工	734	765	733	763	72800
東証2部	6365	電業社	1869	1869	1828	1854	2400
東証1部	6366	千代建	829	857	810	853	4946000
東証1部	6367	ダイキン	6920	7323	6855	7282	2527300
東証1部	6368	オルガノ	453	470	452	467	128000
東証1部	6369	トーヨーカネツ	202	208	199	202	310000
東証1部	6370	栗田工	2401	2471	2386	2450	902400
東証1部	6371	椿本チ	892	918	881	909	548000
東証1部	6373	大同工	198	212	198	206	54000
東証1部	6375	日コンベヤ	168	172	165	169	400000
東証1部	6376	日機装	922	955	915	946	318900
東証1部	6378	木村化	530	559	525	556	200900
東証1部	6379	新興プラン	942	953	923	946	103600
東証2部	6380	オリチエン	119	119	113	118	119000
東証1部	6381	アネストイワタ	860	860	821	837	142700
東証2部	6382	トリニ工	426	426	419	419	4000
東証1部	6383	ダイフク	1643	1734	1643	1721	1375300
JQスタンダード	6384	昭真空	501	523	486	521	40200
東証1部	6387	サムコ	961	1015	955	1009	18300
東証1部	6390	加藤製	516	538	516	536	456000
東証2部	6391	加地テック	337	352	330	352	20000
東証2部	6392	ヤマダ	338	342	324	342	46000
東証1部	6393	油研工	227	235	222	230	95000
東証1部	6395	タダノ	1570	1618	1554	1602	511000
東証2部	6396	宇野鉄	176	178	176	178	13000
東証2部	6397	郷鉄工	178	195	177	194	248000
JQスタンダード	6400	不二精	111	121	111	121	33500
東証2部	6402	兼松エンジ	950	1000	950	995	15400
JQスタンダード	6403	水道機	304	310	304	307	7000
JQスタンダード	6405	鈴茂器	998	1014	970	1009	10800
東証1部	6406	フジテック	1043	1046	1011	1036	290500
東証1部	6407	ＣＫＤ	1065	1102	1055	1090	350900
JQスタンダード	6408	小倉クラ	326	330	325	330	9000
東証1部	6409	キトー	985	999	966	984	187500
JQスタンダード	6411	中野冷	3350	3350	3350	3350	100
東証1部	6412	平和	2300	2349	2287	2347	716300
東証1部	6413	理想科	2181	2233	2133	2221	99300
JQスタンダード	6416	桂川電	205	210	205	210	10000
東証1部	6417	ＳＡＮＫＹＯ	4330	4435	4310	4430	472400
東証1部	6418	金銭機	1296	1377	1295	1366	159800
東証1部	6419	マース	1998	2015	1980	1989	39200
東証1部	6420	福島工	2430	2535	2365	2417	46700
JQスタンダード	6424	高見サイ	334	355	334	355	4000
JQスタンダード	6425	ユニバーサル	2171	2316	2155	2303	241000
東証1部	6428	オーイズミ	585	626	585	620	52700
東証1部	6430	ダイコク電	1680	1689	1631	1686	84200
東証1部	6432	竹内製作所	6260	6270	6060	6200	309700
JQスタンダード	6433	ヒーハイスト	166	175	164	174	49000
東証1部	6436	アマノ	1421	1456	1402	1444	275000
JQグロース	6439	中鋳工	82	82	82	82	25000
東証1部	6440	ＪＵＫＩ	1400	1441	1350	1417	465100
東証1部	6444	サンデンＨＤ	416	433	410	428	1091000
東証1部	6445	蛇の目	94	99	93	98	2954000
東証1部	6448	ブラザー	1556	1639	1522	1621	2096100
東証1部	6454	マックス	1130	1184	1130	1173	36000
東証1部	6455	モリタＨＤ	1092	1130	1092	1128	42600
東証1部	6457	グローリー	3010	3130	3005	3115	172600
東証1部	6458	シンコウ工	1163	1192	1160	1171	44600
東証1部	6459	大和冷	735	822	731	798	59500
東証1部	6460	セガサミーＨＤ	1176	1223	1172	1213	2810800
東証1部	6461	日ピストン	187	199	184	198	424000
東証1部	6462	リケン	390	413	390	410	315000
東証1部	6463	ＴＰＲ	2684	2785	2665	2751	160700
東証1部	6465	ホシザキ	7100	7290	6980	7260	430500
東証2部	6466	東亜バル	1570	1582	1420	1582	9100
JQスタンダード	6467	ニチダイ	615	629	615	629	3700
JQスタンダード	6469	放電精	650	670	650	670	10900
東証1部	6470	大豊工	1406	1451	1392	1443	50600
東証1部	6471	日精工	1494	1533	1485	1514	4862000
東証1部	6472	ＮＴＮ	598	620	591	615	4038000
東証1部	6473	ジェイテクト	1637	1688	1617	1670	2386600
東証1部	6474	不二越	540	560	529	556	1121000
JQスタンダード	6476	富士テク宮津	540	540	520	540	13600
東証2部	6478	ダイベア	300	303	291	291	3000
東証1部	6479	ミネベア	1482	1546	1476	1527	7125000
東証1部	6480	日トムソン	514	550	511	542	586000
東証1部	6481	ＴＨＫ	2032	2144	2017	2106	1503100
東証1部	6482	ユーシン精	2050	2068	2026	2035	82000
JQスタンダード	6484	ＫＶＫ	606	614	595	614	11000
東証1部	6485	前澤給	1569	1597	1535	1579	12300
東証1部	6486	イーグル	2345	2431	2328	2412	161100
JQスタンダード	6488	ヨシタケ	690	705	678	705	4300
東証1部	6489	前沢工	380	404	380	389	101000
東証1部	6490	日ピラー	944	997	940	987	39300
東証2部	6492	岡野バル	355	359	345	345	9000
東証2部	6493	日鍛バル	380	404	378	401	25600
JQスタンダード	6494	ＮＦＫＨＤ	83	89	83	88	564300
東証2部	6495	宮入バル	141	151	141	149	488100
東証2部	6496	中北製	588	588	574	574	2000
JQスタンダード	6497	ハマイ	1020	1045	1020	1045	2400
東証1部	6498	キッツ	480	499	480	496	313300
東証1部	6501	日立	654	676.6	639.1	672.4	45686000
東証1部	6502	東芝	353	371.2	347.5	367.7	54811000
東証1部	6503	三菱電	1140	1181	1133	1174.5	14427000
東証1部	6504	富士電機	455	470	453	467	4302000
東証1部	6505	東洋電	382	402	382	400	343000
東証1部	6506	安川電	1283	1343	1281	1332	4044200
東証1部	6507	シンフォニア	179	185	177	182	661000
東証1部	6508	明電舎	371	384	369	378	1777000
東証1部	6513	オリジン	322	326	316	326	112000
東証1部	6516	山洋電	703	729	691	720	226000
東証1部	6517	デンヨー	1687	1741	1686	1734	22300
JQスタンダード	6518	三相電	344	345	340	345	5000
東証1部	6581	日立工	883	904	855	897	273400
東証1部	6584	三桜工	719	739	705	734	61800
東証1部	6586	マキタ	6410	6760	6370	6700	894000
東証1部	6588	東芝テック	414	425	406	421	1133000
東証1部	6590	芝浦メカ	209	219	209	216	187000
東証2部	6591	西芝電	172	172	168	171	51000
東証1部	6592	マブチ	5270	5520	5210	5450	807100
JQスタンダード	6593	ローヤル電	412	450	412	432	900
東証1部	6594	日電産	9130	9415	8958	9377	3058200
JQスタンダード	6616	トレックスセミ	925	970	865	948	114200
東証1部	6617	東光高岳	1392	1421	1392	1414	33400
東証マザーズ	6618	大泉製作所	330	378	330	372	74600
東証マザーズ	6619	ＷＳＣＯＰＥ	1669	1750	1586	1731	494400
東証1部	6620	宮越ＨＤ	470	479	451	468	54800
東証1部	6622	ダイヘン	538	565	538	558	667000
名１	6623	愛知電	375	377	367	371	15000
東証1部	6624	田淵電機	841	882	831	872	362300
JQスタンダード	6625	ＪＡＬＣＯＨＤ	115	118	112	117	143800
JQスタンダード	6626	ＳＥＭＩＴＥＣ	1435	1445	1400	1443	4000
東証マザーズ	6627	テラプロ	1099	1125	1067	1115	21500
JQスタンダード	6628	オンキヨー	112	113	108	113	144400
JQスタンダード	6629	テクノホライゾ	179	195	178	195	178100
東証1部	6630	ヤーマン	1440	1481	1440	1481	9400
東証1部	6632	ＪＶＣＫＷ	255	258	245	254	3943800
JQスタンダード	6633	Ｃ＆ＧＳＹＳ	394	413	382	413	131400
JQスタンダード	6634	ネクスＧ	567	617	567	608	116000
JQスタンダード	6635	大日光	708	711	708	711	900
JQスタンダード	6636	ＳＯＬＨＤ	174	189	174	187	206700
JQスタンダード	6637	寺崎電気	1163	1179	1145	1175	10000
東証1部	6638	ミマキエンジ	644	691	644	689	131100
東証2部	6639	コンテック	749	749	730	745	4000
東証1部	6640	第一精工	1386	1440	1327	1427	233900
東証1部	6641	日新電	635	657	635	654	290900
東証2部	6643	戸上電	499	519	490	511	132000
東証1部	6644	大崎電	636	637	611	618	377000
東証1部	6645	オムロン	4200	4450	4175	4445	2130300
東証2部	6647	森尾電	153	156	153	155	12000
JQスタンダード	6648	かわでん	2316	2530	2316	2500	7300
東証1部	6651	日東工	2204	2287	2184	2266	98700
東証1部	6652	ＩＤＥＣ	954	975	940	965	78800
東証1部	6654	不二電機工業	1300	1364	1300	1340	8100
JQグロース	6655	東洋電機	315	315	315	315	1000
東証マザーズ	6656	インスペック	540	601	540	600	19500
JQスタンダード	6658	シライ電子	199	210	194	206	131000
JQスタンダード	6659	メディアＧＬ	690	770	690	765	40200
JQスタンダード	6661	オプテＦＡ	590	599	585	593	12600
JQスタンダード	6662	ユビテック	271	296	271	296	61400
JQスタンダード	6663	太洋工	440	450	420	420	17100
JQスタンダード	6664	オプトエレクト	484	538	481	530	32200
JQスタンダード	6666	リバーエレテク	336	368	336	368	56500
東証2部	6668	アドテプラズマ	588	624	571	623	106800
JQスタンダード	6669	シーシーエス	1190	1281	1190	1280	89200
東証2部	6670	ＭＣＪ	342	366	340	365	903200
東証1部	6674	ＧＳユアサ	432	444	430	441	5729000
東証1部	6675	サクサ	211	221	211	221	346000
東証1部	6676	メルコ	1797	1899	1786	1872	103600
JQスタンダード	6677	エスケーエレク	960	999	921	998	46900
東証1部	6678	テクノメディカ	2435	2461	2401	2451	14600
東証1部	6701	ＮＥＣ	357	362	350	358	35305000
東証1部	6702	富士通	539.8	566	531.8	560	16303000
東証1部	6703	ＯＫＩ	214	220	213	217	12169000
東証1部	6704	岩崎通	79	85	79	84	903000
東証1部	6706	電気興	507	522	504	514	213000
東証1部	6707	サンケン電	445	468	437	464	4328000
東証2部	6709	明星電	107	111	103	108	590000
東証1部	6715	ナカヨ	320	335	320	329	76000
JQスタンダード	6716	テクニカル電	265	267	265	267	4000
東証1部	6718	アイホン	1710	1754	1680	1750	25900
東証2部	6719	富通コンポ	427	451	427	451	6900
東証2部	6721	ウインテスト	183	204	181	201	105400
JQスタンダード	6722	Ａ＆Ｔ	1030	1047	990	1046	64200
東証1部	6723	ルネサス	640	678	640	674	614700
東証1部	6724	エプソン	1872	1922	1843	1890	3397000
東証1部	6727	ワコム	409	426	405	420	1515000
東証1部	6728	アルバック	1837	1923	1810	1910	367300
東証1部	6730	アクセル	1511	1529	1505	1514	41300
東証2部	6731	ピクセラ	146	154	144	152	200800
JQスタンダード	6734	ニューテック	488	503	471	500	4500
JQスタンダード	6736	サン電子	1212	1285	1200	1262	62700
東証1部	6737	ＥＩＺＯ	2632	2749	2632	2713	46500
東証1部	6740	ＪＤＩ	357	374	350	369	10132600
東証1部	6741	日信号	1060	1095	1053	1082	269300
東証1部	6742	京三製	317	327	312	325	114000
東証1部	6744	能美防	1332	1369	1311	1336	67200
東証1部	6745	ホーチキ	1002	1034	993	1023	58100
東証2部	6747	ＫＩＨＤ	353	369	337	351	748000
東証2部	6748	星和電	399	437	399	434	33600
東証1部	6750	エレコム	2424	2424	2304	2374	58000
東証1部	6751	日無線	403	416	401	413	253000
東証1部	6752	パナソニック	1230	1300	1204.5	1286.5	15697500
東証1部	6753	シャープ	168	174	166	172	43004000
東証1部	6754	アンリツ	773	774	751	767	2220200
東証1部	6755	ゼネラル	1410	1460	1407	1442	750000
東証1部	6756	日立国	1453	1482	1420	1476	788000
JQスタンダード	6757	ＯＳＧコーポ	684	686	671	686	2600
東証1部	6758	ソニー	2900	2998	2841	2963	14845700
東証1部	6762	ＴＤＫ	7090	7500	6990	7480	2810100
東証1部	6763	帝通工	190	196	190	196	91000
東証1部	6767	ミツミ	663	692	661	692	1611600
東証1部	6768	タムラ製	335	353	334	351	1011000
JQスタンダード	6769	ザイン	1490	1534	1412	1491	817500
東証1部	6770	アルプス	3405	3595	3350	3585	7763300
東証1部	6771	池上通	136	139	134	139	521000
東証2部	6772	コスモス電	162	168	161	168	171000
東証1部	6773	パイオニア	211	219	206	215	8855000
東証2部	6775	ＴＢグループ	61	67	61	65	836000
東証2部	6776	天昇電	174	188	174	185	22000
JQスタンダード	6777	ｓａｎｔｅｃ	425	426	403	412	561900
東証2部	6778	アルチザ	578	600	570	600	47700
東証1部	6779	日電波	797	817	785	809	104000
東証1部	6785	鈴木	510	548	510	546	45400
東証2部	6786	ＲＶＨ	510	511	480	511	85000
JQスタンダード	6787	メイコー	260	296	260	296	322600
東証1部	6788	日本トリム	3555	3695	3555	3675	71100
東証1部	6789	ロランドＤＧ	2506	2641	2476	2615	62300
東証1部	6791	コロムビア	359	389	356	383	32800
東証1部	6794	フォスタ電	2218	2280	2136	2261	266400
東証1部	6796	クラリオン	285	298	284	295	2793000
JQグロース	6797	名古屋電工	408	415	408	415	1500
東証1部	6798	ＳＭＫ	491	502	480	500	435000
東証1部	6800	ヨコオ	548	575	548	574	25100
東証1部	6801	東光	271	294	268	288	283000
東証1部	6803	ティアック	43	45	43	45	2592000
東証1部	6804	ホシデン	620	629	598	626	406000
東証1部	6806	ヒロセ電	12820	13700	12760	13560	205000
東証1部	6807	航空電	2200	2331	2176	2295	866000
東証1部	6809	ＴＯＡ	1066	1083	1050	1071	182700
東証1部	6810	日立マクセル	1700	1759	1691	1751	239200
東証1部	6814	古野電	767	797	751	793	116200
東証1部	6815	ユニデンＨＤ	179	189	179	188	430000
東証1部	6816	アルパイン	1621	1702	1619	1685	522200
東証1部	6817	スミダコーポ	845	901	834	897	405300
JQスタンダード	6819	伊豆シャボテン	92	99	89	94	482000
東証1部	6820	アイコム	2423	2452	2380	2406	31900
JQスタンダード	6822	大井電	350	369	343	369	27000
東証1部	6823	リオン	1615	1706	1615	1695	25000
JQスタンダード	6824	新コスモス	1302	1315	1302	1315	900
東証2部	6826	本多通	1030	1035	1009	1023	32300
東証2部	6832	アオイ電子	3275	3450	3275	3405	11300
JQスタンダード	6834	精工技	895	924	888	924	20400
東証2部	6835	アライドＨＤ	57	61	57	59	327900
東証2部	6836	プラットホーム	1340	1400	1300	1399	11200
JQスタンダード	6837	京写	600	626	571	626	379000
JQスタンダード	6838	多摩川ＨＤ	106	116	103	113	674000
東証1部	6839	船井電	1119	1174	1102	1163	229900
JQスタンダード	6840	アドテック	200	202	185	197	119000
東証1部	6841	横河電	1370	1412	1350	1403	2882900
東証1部	6844	新電元	442	468	436	462	707000
東証1部	6845	アズビル	3025	3045	2894	3035	450700
JQグロース	6846	中央製	145	148	145	148	12000
東証1部	6848	東亜ＤＫＫ	481	500	478	498	11900
東証1部	6849	日光電	2230	2274	2204	2255	598900
東証1部	6850	チノー	1085	1090	1046	1070	18100
JQスタンダード	6852	テクノセブン	150	161	150	155	58000
東証1部	6853	共和電	437	465	437	464	59800
東証1部	6855	電子材	659	689	647	682	78800
東証1部	6856	堀場製	4000	4125	3985	4100	198200
東証1部	6857	アドバンテ	922	984	921	976	4223200
東証1部	6858	小野測	925	986	925	984	32000
東証1部	6859	エスペック	1048	1105	1036	1093	68700
東証1部	6860	パナＳＵＮＸ	660	683	654	679	98400
東証1部	6861	キーエンス	52520	54550	52090	54310	381500
JQスタンダード	6862	ミナトＨＤ	76	79	74	78	553000
JQスタンダード	6863	ニレコ	662	671	662	671	9800
JQスタンダード	6864	ＮＦ回路	851	905	850	896	13700
東証1部	6866	ＨＩＯＫＩ	2218	2377	2218	2359	23700
JQスタンダード	6867	リーダー電	349	349	333	333	7000
東証1部	6869	シスメックス	7300	7460	7190	7310	1350100
JQスタンダード	6870	フェンオール	1440	1533	1440	1527	7200
JQスタンダード	6871	マイクロニクス	2050	2190	2045	2181	305100
JQスタンダード	6874	協立電	1381	1497	1381	1492	1000
東証1部	6875	メガチップス	1170	1183	1144	1176	262300
東証1部	6877	ＯＢＡＲＡＧ	4865	5000	4780	4975	81300
